area_type,size,bath,balcony,price,total_sqft
Super built-up  Area,3 BHK,3.0,2.0,104.0,1660
Super built-up  Area,2 BHK,2.0,3.0,58.0,1299
Super built-up  Area,2 BHK,2.0,1.0,90.0,953
Super built-up  Area,2 BHK,2.0,3.0,60.0,1457
Super built-up  Area,2 BHK,1.0,1.0,65.0,1000
Built-up  Area,3 BHK,2.0,3.0,76.3,1100
Super built-up  Area,3 BHK,2.0,1.0,33.53,1075
Super built-up  Area,3 BHK,3.0,3.0,51.0,1450
Super built-up  Area,5 BHK,6.0,2.0,425.0,5515
Super built-up  Area,1 BHK,1.0,1.0,40.0,950
Plot  Area,5 Bedroom,3.0,1.0,180.0,1200
Super built-up  Area,2 BHK,2.0,2.0,60.0,1013
Super built-up  Area,2 BHK,2.0,2.0,56.0,1140
Super built-up  Area,3 BHK,3.0,3.0,220.0,2100
Super built-up  Area,3 BHK,3.0,1.0,61.0,1430
Plot  Area,4 Bedroom,3.0,0.0,95.0,600
Carpet  Area,3 BHK,3.0,2.0,77.0,1600
Super built-up  Area,2 BHK,2.0,1.0,48.0,1190
Super built-up  Area,3 BHK,3.0,2.0,95.0,1625
Super built-up  Area,2 BHK,2.0,2.0,53.0,1210
Super built-up  Area,3 BHK,3.0,2.0,150.0,1615
Super built-up  Area,2 BHK,2.0,2.0,85.0,1180
Plot  Area,2 Bedroom,2.0,0.0,91.0,1500
Built-up  Area,2 BHK,2.0,1.0,45.0,850
Super built-up  Area,2 BHK,2.0,2.0,55.0,1130
Super built-up  Area,2 BHK,2.0,2.0,38.0,907
Built-up  Area,2 BHK,2.0,3.0,90.0,1300
Super built-up  Area,3 BHK,3.0,1.0,110.0,1891
Super built-up  Area,3 BHK,3.0,3.0,78.0,1735
Super built-up  Area,3 BHK,2.0,1.0,33.0,1075
Built-up  Area,5 BHK,5.0,0.0,75.0,24Sq. Meter
Built-up  Area,7 BHK,4.0,3.0,123.0,2040
Super built-up  Area,3 BHK,3.0,2.0,57.0,1590
Plot  Area,5 Bedroom,5.0,2.0,140.0,1600
Built-up  Area,2 BHK,2.0,3.0,55.0,1160
Super built-up  Area,2 BHK,1.0,1.0,55.0,930
Built-up  Area,2 BHK,2.0,1.0,58.0,1010
Super built-up  Area,2 BHK,2.0,2.0,68.0,1221
Plot  Area,4 Bedroom,4.0,3.0,470.0,2400
Super built-up  Area,2 BHK,2.0,1.0,87.48,1108
Plot  Area,4 Bedroom,4.0,2.0,120.0,1000
Super built-up  Area,2 BHK,2.0,1.0,70.0,1370
Super built-up  Area,2 BHK,2.0,1.0,41.5,920
Super built-up  Area,2 BHK,2.0,1.0,79.89,1277
Super built-up  Area,2 BHK,2.0,2.0,38.1,1213
Super built-up  Area,3 BHK,3.0,2.0,85.0,1653
Plot  Area,4 Bedroom,3.0,3.0,140.0,2400
Super built-up  Area,4 BHK,5.0,3.0,500.0,3000
Plot  Area,4 Bedroom,4.0,3.0,250.0,1600
Super built-up  Area,3 BHK,2.0,,40.0,1321
Super built-up  Area,3 BHK,3.0,2.0,68.0,1570
Built-up  Area,8 Bedroom,8.0,,70.0,1150
Super built-up  Area,2 BHK,2.0,3.0,44.0,1053
Super built-up  Area,3 BHK,2.0,3.0,56.0,1325
Super built-up  Area,2 BHK,2.0,1.0,50.11,1169
Super built-up  Area,2 BHK,2.0,1.0,90.0,1274
Super built-up  Area,2 BHK,2.0,2.0,52.0,1317
Built-up  Area,2 BHK,2.0,1.0,75.0,1195
Super built-up  Area,4 BHK,4.0,0.0,137.0,2528 - 3188
Super built-up  Area,2 BHK,2.0,2.0,35.0,940
Built-up  Area,3 BHK,3.0,2.0,95.5,1820
Super built-up  Area,3 BHK,3.0,3.0,53.6,1450
Built-up  Area,3 BHK,3.0,0.0,96.9,1615
Built-up  Area,3 BHK,2.0,3.0,99.0,2200
Super built-up  Area,2 BHK,2.0,1.0,62.5,985
Built-up  Area,2 BHK,2.0,1.0,33.0,1116
Super built-up  Area,2 BHK,2.0,1.0,25.0,656
Super built-up  Area,2 BHK,2.0,1.0,39.5,1105
Super built-up  Area,2 BHK,2.0,1.0,55.0,1220
Built-up  Area,3 BHK,3.0,2.0,74.0,1400
Built-up  Area,4 Bedroom,3.0,0.0,185.0,2400
Plot  Area,3 Bedroom,3.0,0.0,63.0,850
Built-up  Area,2 BHK,2.0,1.0,35.0,1000
Super built-up  Area,3 BHK,3.0,3.0,80.0,1660
Super built-up  Area,3 BHK,2.0,1.0,57.0,1330
Super built-up  Area,2 BHK,2.0,1.0,52.0,1165
Super built-up  Area,2 BHK,2.0,2.0,56.0,1153
Built-up  Area,2 BHK,2.0,2.0,45.0,1270
Super built-up  Area,2 BHK,2.0,2.0,38.0,1070
Built-up  Area,3 BHK,2.0,,85.0,1427
Super built-up  Area,3 BHK,2.0,2.0,95.0,1420
Plot  Area,4 Bedroom,5.0,0.0,130.0,1600
Super built-up  Area,2 BHK,2.0,2.0,200.0,2031
Super built-up  Area,2 BHK,2.0,1.0,90.0,1454
Super built-up  Area,2 BHK,2.0,3.0,48.76,1116
Plot  Area,4 Bedroom,3.0,1.0,180.0,2000
Super built-up  Area,2 BHK,2.0,1.0,74.03,1346
Super built-up  Area,2 BHK,2.0,1.0,50.0,1062
Super built-up  Area,1 BHK,1.0,1.0,25.5,700
Super built-up  Area,2 BHK,2.0,1.0,99.0,1405
Built-up  Area,2 BHK,2.0,2.0,50.0,1100
Plot  Area,3 Bedroom,4.0,3.0,120.0,2153
Plot  Area,3 Bedroom,3.0,2.0,120.0,1200
Super built-up  Area,3 BHK,3.0,2.0,170.0,2135
Super built-up  Area,2 BHK,2.0,1.0,47.0,1125
Super built-up  Area,3 BHK,2.0,2.0,47.25,1350
Built-up  Area,2 BHK,2.0,3.0,48.0,1068
Super built-up  Area,2 BHK,2.0,1.0,32.9,940
Super built-up  Area,2 BHK,2.0,1.0,32.79,1063
Super built-up  Area,2 BHK,2.0,2.0,84.5,1382
Super built-up  Area,2 BHK,2.0,1.0,45.0,936
Super built-up  Area,3 BHK,2.0,3.0,60.0,1400
Super built-up  Area,1 BHK,1.0,1.0,26.0,475
Super built-up  Area,2 BHK,2.0,1.0,115.0,1200
Super built-up  Area,3 BHK,3.0,3.0,65.0,1450
Super built-up  Area,2 BHK,2.0,1.0,52.0,1162
Super built-up  Area,2 BHK,2.0,1.0,48.75,1161
Super built-up  Area,3 BHK,2.0,2.0,105.0,1623.29
Super built-up  Area,2 BHK,2.0,1.0,70.0,1260
Plot  Area,4 Bedroom,3.0,2.0,190.0,1672
Plot  Area,3 Bedroom,4.0,2.0,240.0,3000
Super built-up  Area,3 BHK,2.0,0.0,70.0,1500
Super built-up  Area,1 BHK,1.0,0.0,34.545,650 - 760
Plot  Area,5 Bedroom,6.0,,200.0,1650
Super built-up  Area,3 BHK,3.0,3.0,200.0,2000
Plot  Area,1 Bedroom,1.0,0.0,241.0,1675
Plot  Area,3 Bedroom,3.0,2.0,150.0,1200
Super built-up  Area,2 BHK,2.0,2.0,46.2,1100
Super built-up  Area,3 BHK,2.0,3.0,56.0,1400
Super built-up  Area,3 BHK,3.0,2.0,155.0,2257
Super built-up  Area,2 BHK,2.0,2.0,56.5,1153
Super built-up  Area,2 BHK,2.0,1.0,56.86,1197
Super built-up  Area,2 BHK,2.0,2.0,90.0,1150
Super built-up  Area,1 BHK,1.0,1.0,40.0,595
Super built-up  Area,3 BHK,3.0,1.0,110.0,1837
Plot  Area,4 Bedroom,4.0,,190.0,3750
Super built-up  Area,3 BHK,3.0,3.0,91.86,1830
Super built-up  Area,3 BHK,3.0,3.0,115.0,1715
Super built-up  Area,2 BHK,2.0,1.0,35.0,970
Plot  Area,4 Bedroom,3.0,2.0,148.0,1200
Built-up  Area,4 Bedroom,5.0,1.0,95.75,2700
Plot  Area,3 Bedroom,4.0,2.0,400.0,5480
Built-up  Area,4 BHK,5.0,1.0,135.0,2400
Super built-up  Area,4 BHK,4.0,2.0,135.0,3040
Super built-up  Area,2 BHK,2.0,1.0,66.0,1168
Super built-up  Area,2 BHK,2.0,2.0,36.54,1160
Built-up  Area,3 BHK,3.0,2.0,75.0,1500
Plot  Area,2 Bedroom,2.0,1.0,72.0,600
Plot  Area,8 Bedroom,7.0,3.0,250.0,1200
Super built-up  Area,2 BHK,2.0,1.0,25.4,850
Super built-up  Area,2 BHK,2.0,2.0,39.0,935
Plot  Area,5 Bedroom,5.0,1.0,235.0,1200
Super built-up  Area,1 BHK,1.0,1.0,49.0,654
Built-up  Area,3 BHK,3.0,1.0,180.0,1650
Plot  Area,3 Bedroom,5.0,0.0,499.0,5656
Super built-up  Area,2 BHK,2.0,1.0,33.0,1300
Super built-up  Area,2 BHK,2.0,1.0,60.0,950
Super built-up  Area,3 BHK,3.0,2.0,54.0,1250
Super built-up  Area,2 BHK,2.0,1.0,42.87,1072
Super built-up  Area,3 BHK,2.0,2.0,65.0,1425
Built-up  Area,2 BHK,1.0,0.0,42.09,1165
Super built-up  Area,3 BHK,2.0,2.0,69.49,1390
Built-up  Area,3 BHK,3.0,2.0,78.0,1510
Super built-up  Area,2 BHK,2.0,2.0,90.0,1305
Plot  Area,6 Bedroom,6.0,2.0,170.0,1200
Built-up  Area,2 BHK,2.0,2.0,32.0,866
Super built-up  Area,2 BHK,2.0,1.0,84.5,1231
Super built-up  Area,3 BHK,2.0,3.0,45.0,1360
Super built-up  Area,3 BHK,3.0,3.0,138.0,2500
Super built-up  Area,2 BHK,2.0,3.0,55.0,1140
Super built-up  Area,1 BHK,1.0,1.0,30.0,525
Super built-up  Area,2 BHK,2.0,1.0,64.5,1295
Super built-up  Area,2 BHK,2.0,2.0,45.75,1020
Super built-up  Area,4 BHK,4.0,,262.0,3504
Plot  Area,2 Bedroom,1.0,0.0,50.0,1200
Super built-up  Area,2 BHK,2.0,1.0,41.0,1100
Plot  Area,4 Bedroom,4.0,3.0,500.0,4723
Super built-up  Area,2 BHK,2.0,2.0,37.0,820
Plot  Area,4 Bedroom,4.0,1.0,386.0,3508
Plot  Area,4 Bedroom,4.0,2.0,400.0,3700
Super built-up  Area,2 BHK,2.0,2.0,70.0,1354
Super built-up  Area,4 BHK,3.0,2.0,250.0,2453
Super built-up  Area,2 BHK,2.0,1.0,51.8,1154
Super built-up  Area,3 BHK,2.0,3.0,92.0,1680
Super built-up  Area,2 BHK,2.0,2.0,60.0,1205
Built-up  Area,3 BHK,2.0,2.0,86.0,1400
Carpet  Area,3 BHK,3.0,1.0,150.0,1625
Built-up  Area,3 Bedroom,3.0,1.0,73.0,1500
Super built-up  Area,3 BHK,2.0,3.0,80.0,1520
Built-up  Area,2 BHK,3.0,1.0,65.0,1300
Super built-up  Area,2 BHK,2.0,2.0,47.0,1150
Super built-up  Area,3 BHK,3.0,3.0,109.0,1762
Super built-up  Area,2 BHK,2.0,2.0,58.0,1153
Super built-up  Area,4 BHK,4.0,1.0,223.0,2650
Super built-up  Area,3 BHK,2.0,2.0,47.0,1350
Super built-up  Area,2 BHK,2.0,2.0,56.0,950
Super built-up  Area,3 BHK,3.0,3.0,310.0,3295
Super built-up  Area,3 BHK,3.0,3.0,80.5,1515
Super built-up  Area,2 BHK,2.0,2.0,30.0,1100
Super built-up  Area,2 BHK,2.0,2.0,65.0,1250
Built-up  Area,2 Bedroom,2.0,0.0,120.0,1200
Super built-up  Area,7 BHK,8.0,3.0,95.0,2500
Plot  Area,4 Bedroom,4.0,2.0,100.0,1200
Super built-up  Area,3 BHK,2.0,2.0,51.5,1355
Super built-up  Area,3 BHK,3.0,1.0,39.14,1115
Super built-up  Area,3 BHK,3.0,2.0,45.0,1275
Super built-up  Area,3 BHK,3.0,2.0,170.0,2051
Super built-up  Area,3 BHK,2.0,2.0,99.0,1470
Super built-up  Area,3 BHK,2.0,3.0,70.0,1550
Built-up  Area,3 BHK,2.0,1.0,73.0,1270
Super built-up  Area,4 BHK,4.0,2.0,111.0,2119
Super built-up  Area,3 BHK,3.0,3.0,170.0,1600
Super built-up  Area,3 BHK,2.0,2.0,50.0,1320
Super built-up  Area,3 BHK,3.0,,165.0,2505
Super built-up  Area,3 BHK,2.0,1.0,54.0,1410
Super built-up  Area,2 BHK,2.0,3.0,70.0,1200
Super built-up  Area,3 BHK,2.0,1.0,86.96,1705
Super built-up  Area,2 BHK,2.0,1.0,48.0,995
Built-up  Area,2 BHK,2.0,1.0,52.0,1081
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Super built-up  Area,1 BHK,1.0,1.0,30.24,605
Built-up  Area,1 BHK,1.0,1.0,25.0,567
Super built-up  Area,2 BHK,3.0,2.0,275.0,1718
Super built-up  Area,3 BHK,2.0,0.0,70.385,1400 - 1421
Plot  Area,3 Bedroom,5.0,1.0,135.0,600
Super built-up  Area,3 BHK,3.0,2.0,105.0,1715
Plot  Area,4 Bedroom,5.0,,270.0,3206
Plot  Area,4 Bedroom,4.0,,235.0,1500
Super built-up  Area,3 BHK,3.0,2.0,120.0,1846
Plot  Area,3 Bedroom,3.0,1.0,90.0,600
Super built-up  Area,2 BHK,2.0,3.0,56.0,1015
Plot  Area,4 Bedroom,8.0,,2600.0,4350
Super built-up  Area,2 BHK,2.0,1.0,36.0,1100
Super built-up  Area,3 BHK,4.0,2.0,125.0,1965
Super built-up  Area,2 BHK,2.0,2.0,45.9,1021
Super built-up  Area,2 BHK,2.0,1.0,67.65,1230
Super built-up  Area,2 BHK,2.0,2.0,55.0,1260
Plot  Area,4 Bedroom,4.0,1.0,700.0,2400
Super built-up  Area,3 BHK,4.0,1.0,114.0,1894
Plot  Area,6 Bedroom,4.0,2.0,233.0,1500
Super built-up  Area,3 BHK,3.0,2.0,131.0,1950
Super built-up  Area,2 BHK,2.0,3.0,66.0,1231
Super built-up  Area,2 BHK,2.0,1.0,58.0,1236
Built-up  Area,4 BHK,3.0,0.0,120.0,1800
Super built-up  Area,3 BHK,3.0,2.0,135.0,1650
Plot  Area,5 Bedroom,3.0,1.0,88.0,750
Super built-up  Area,3 BHK,2.0,2.0,70.0,1443
Plot  Area,4 Bedroom,4.0,2.0,120.0,886
Super built-up  Area,2 BHK,2.0,1.0,68.0,925
Super built-up  Area,3 BHK,3.0,1.0,33.28,1305
Super built-up  Area,2 BHK,2.0,2.0,46.41,1190
Super built-up  Area,2 BHK,2.0,2.0,53.36,1284
Plot  Area,4 Bedroom,3.0,1.0,45.0,350
Plot  Area,3 Bedroom,3.0,1.0,115.0,875
Built-up  Area,2 BHK,2.0,1.0,59.0,1325
Plot  Area,6 Bedroom,5.0,2.0,750.0,2400
Super built-up  Area,2 BHK,2.0,1.0,79.54,1183
Built-up  Area,3 BHK,3.0,2.0,100.0,1750
Super built-up  Area,4 BHK,4.0,2.0,149.0,16335
Super built-up  Area,1 BHK,1.0,2.0,27.0,747
Super built-up  Area,2 BHK,2.0,1.0,90.0,1342
Super built-up  Area,2 BHK,2.0,1.0,52.0,1113
Super built-up  Area,3 BHK,3.0,2.0,110.0,1738
Super built-up  Area,2 BHK,2.0,,90.0,1206
Super built-up  Area,4 BHK,4.0,3.0,198.0,2790
Super built-up  Area,2 BHK,2.0,1.0,59.0,1162
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Built-up  Area,3 BHK,4.0,3.0,155.0,1857
Built-up  Area,6 Bedroom,6.0,,115.0,3500
Super built-up  Area,2 BHK,3.0,2.0,240.0,1763
Super built-up  Area,2 BHK,2.0,1.0,45.99,1150
Plot  Area,4 Bedroom,5.0,3.0,550.0,2400
Super built-up  Area,2 BHK,2.0,2.0,72.0,1290
Built-up  Area,4 BHK,5.0,,145.0,3408
Built-up  Area,2 Bedroom,2.0,1.0,145.0,900
Built-up  Area,2 BHK,2.0,0.0,70.0,1150
Plot  Area,3 Bedroom,2.0,1.0,109.0,1040
Super built-up  Area,2 BHK,2.0,2.0,64.08,1160
Super built-up  Area,2 BHK,2.0,2.0,27.0,900
Plot  Area,4 Bedroom,3.0,1.0,185.0,1750
Built-up  Area,3 BHK,2.0,1.0,38.12,1320
Super built-up  Area,4 BHK,4.0,2.0,160.0,2240
Super built-up  Area,2 BHK,2.0,1.0,26.0,891
Plot  Area,5 Bedroom,4.0,3.0,80.0,1000
Super built-up  Area,3 BHK,3.0,2.0,125.0,1852
Super built-up  Area,3 BHK,2.0,1.0,42.0,1323
Super built-up  Area,2 BHK,2.0,1.0,67.5,1404
Built-up  Area,2 BHK,2.0,2.0,60.0,1370
Super built-up  Area,3 BHK,2.0,2.0,48.48,1385
Super built-up  Area,2 BHK,2.0,1.0,50.0,1129
Super built-up  Area,3 BHK,3.0,1.0,150.0,1876
Super built-up  Area,3 BHK,3.0,1.0,95.0,1720
Plot  Area,4 Bedroom,4.0,1.0,80.0,1200
Super built-up  Area,2 BHK,2.0,2.0,86.68,1175
Super built-up  Area,1 BHK,1.0,2.0,51.0,500
Plot  Area,5 Bedroom,5.0,2.0,85.0,1200
Built-up  Area,1 BHK,1.0,0.0,295.0,1200
Super built-up  Area,3 BHK,3.0,2.0,130.0,1893
Super built-up  Area,3 BHK,3.0,2.0,52.0,1430
Built-up  Area,2 BHK,2.0,2.0,45.0,850
Super built-up  Area,2 BHK,2.0,1.0,110.0,1392
Super built-up  Area,3 BHK,3.0,3.0,105.0,1938
Super built-up  Area,2 BHK,2.0,2.0,52.0,1020
Plot  Area,3 Bedroom,2.0,1.0,360.0,2400
Super built-up  Area,3 BHK,3.0,2.0,160.0,1832
Super built-up  Area,3 BHK,2.0,2.0,85.0,1423
Super built-up  Area,2 BHK,2.0,1.0,85.0,1432
Plot  Area,4 Bedroom,4.0,3.0,235.0,1350
Plot  Area,8 Bedroom,6.0,0.0,270.0,1500
Super built-up  Area,3 BHK,3.0,2.0,65.0,1480
Super built-up  Area,3 BHK,3.0,2.0,96.2,1843
Plot  Area,3 Bedroom,4.0,2.0,95.0,760
Super built-up  Area,3 BHK,2.0,1.0,150.0,1916
Super built-up  Area,2 BHK,2.0,1.0,55.5,1255
Super built-up  Area,2 BHK,2.0,2.0,44.08,1160
Super built-up  Area,2 BHK,2.0,1.0,170.0,2640
Super built-up  Area,2 BHK,2.0,3.0,53.0,1160
Built-up  Area,2 BHK,2.0,1.0,80.0,1200
Super built-up  Area,2 BHK,2.0,1.0,44.0,1100
Carpet  Area,3 BHK,3.0,3.0,100.0,1500
Super built-up  Area,3 BHK,2.0,3.0,50.35,1336
Built-up  Area,2 BHK,2.0,1.0,46.0,1065
Super built-up  Area,2 BHK,2.0,1.0,115.0,1294
Super built-up  Area,3 BHK,3.0,2.0,68.5,1550
Super built-up  Area,2 BHK,2.0,1.0,75.0,1216
Super built-up  Area,2 BHK,2.0,2.0,40.0,1005
Super built-up  Area,3 BHK,2.0,1.0,102.0,1430
Super built-up  Area,4 BHK,4.0,3.0,660.0,4100
Super built-up  Area,3 BHK,3.0,2.0,125.0,1660
Super built-up  Area,3 BHK,2.0,3.0,56.0,1430
Super built-up  Area,3 BHK,2.0,1.0,75.0,1470
Super built-up  Area,2 BHK,2.0,1.0,76.77,1045
Super built-up  Area,4 BHK,6.0,0.0,359.0,4000 - 4450
Built-up  Area,2 BHK,2.0,0.0,30.0,950
Super built-up  Area,3 BHK,3.0,1.0,65.0,1382
Super built-up  Area,2 BHK,2.0,2.0,46.0,930
Super built-up  Area,3 BHK,2.0,2.0,116.0,1660
Super built-up  Area,2 BHK,2.0,2.0,71.95,1290
Built-up  Area,3 BHK,2.0,1.0,45.0,1010
Built-up  Area,4 BHK,4.0,,130.0,3050
Super built-up  Area,2 BHK,2.0,2.0,71.0,1200
Built-up  Area,3 BHK,3.0,2.0,140.0,1650
Super built-up  Area,3 BHK,3.0,2.0,88.0,1636
Super built-up  Area,3 BHK,3.0,2.0,320.0,2367
Super built-up  Area,2 BHK,2.0,2.0,56.55,1153
Super built-up  Area,3 BHK,4.0,2.0,160.0,2087.01
Super built-up  Area,2 BHK,2.0,1.0,47.0,1200
Super built-up  Area,3 BHK,3.0,1.0,89.0,1844
Super built-up  Area,3 BHK,3.0,1.0,110.0,142.84Sq. Meter
Super built-up  Area,2 BHK,2.0,1.0,43.75,1215
Super built-up  Area,2 BHK,2.0,1.0,57.0,1194
Built-up  Area,2 BHK,2.0,2.0,52.0,1220
Built-up  Area,4 BHK,4.0,2.0,150.0,3150
Super built-up  Area,1 BHK,1.0,1.0,26.0,525
Super built-up  Area,2 BHK,2.0,1.0,37.97,955
Built-up  Area,5 Bedroom,5.0,,75.0,2000
Super built-up  Area,2 BHK,2.0,1.0,48.0,884
Super built-up  Area,2 BHK,2.0,1.0,68.75,1250
Super built-up  Area,2 BHK,2.0,1.0,135.0,7000
Plot  Area,3 Bedroom,4.0,2.0,300.0,2400
Super built-up  Area,4 BHK,4.0,1.0,225.0,2990
Super built-up  Area,2 BHK,2.0,1.0,52.0,1195
Super built-up  Area,1 BHK,1.0,1.0,55.0,2559
Built-up  Area,2 BHK,2.0,1.0,33.0,1200
Super built-up  Area,2 BHK,2.0,1.0,45.75,984
Super built-up  Area,2 BHK,2.0,1.0,40.0,1089
Super built-up  Area,2 BHK,2.0,1.0,52.0,1165
Super built-up  Area,1 BHK,1.0,1.0,10.0,410
Super built-up  Area,3 BHK,3.0,1.0,110.0,1482
Built-up  Area,2 Bedroom,2.0,1.0,68.0,1200
Super built-up  Area,3 BHK,3.0,3.0,113.0,1938
Super built-up  Area,3 BHK,2.0,2.0,34.97,1166
Super built-up  Area,3 BHK,2.0,2.0,55.46,1275
Super built-up  Area,2 BHK,2.0,2.0,43.0,1140
Plot  Area,4 Bedroom,5.0,1.0,430.0,3734
Super built-up  Area,1 BHK,1.0,2.0,28.0,720
Plot  Area,3 Bedroom,3.0,2.0,228.0,1200
Built-up  Area,2 BHK,2.0,1.0,90.0,1100
Super built-up  Area,2 BHK,2.0,2.0,98.77,1162
Built-up  Area,1 Bedroom,1.0,0.0,35.0,540
Super built-up  Area,3 BHK,2.0,2.0,73.5,1550
Plot  Area,3 Bedroom,3.0,,145.0,1300
Plot  Area,5 Bedroom,5.0,1.0,130.0,1200
Super built-up  Area,2 BHK,2.0,2.0,60.0,1220
Super built-up  Area,2 BHK,2.0,1.0,62.0,964
Built-up  Area,3 BHK,3.0,2.0,50.0,1500
Super built-up  Area,3 BHK,2.0,1.0,44.0,1347
Super built-up  Area,4 BHK,5.0,,250.0,5000
Built-up  Area,4 Bedroom,4.0,2.0,140.0,3000
Super built-up  Area,2 BHK,2.0,1.0,42.5,1120
Super built-up  Area,1 BHK,1.0,1.0,22.8,600
Super built-up  Area,3 BHK,4.0,1.0,157.0,2321
Super built-up  Area,1 BHK,1.0,2.0,24.0,540
Built-up  Area,2 BHK,2.0,1.0,57.0,1150
Built-up  Area,3 BHK,3.0,1.0,75.0,1484
Super built-up  Area,3 BHK,2.0,,68.0,1680
Super built-up  Area,2 BHK,2.0,1.0,23.0,620
Super built-up  Area,3 BHK,3.0,2.0,78.0,1650
Super built-up  Area,3 BHK,3.0,2.0,44.0,1250
Super built-up  Area,3 BHK,3.0,2.0,108.0,2072
Super built-up  Area,2 BHK,2.0,2.0,40.0,1105
Super built-up  Area,2 BHK,2.0,2.0,60.5,1200
Built-up  Area,7 Bedroom,7.0,3.0,145.0,3100
Plot  Area,4 Bedroom,4.0,3.0,530.0,4007
Super built-up  Area,2 BHK,2.0,1.0,16.0,550
Super built-up  Area,3 BHK,2.0,2.0,53.6,1340
Super built-up  Area,3 BHK,3.0,3.0,395.0,2409
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Super built-up  Area,2 BHK,2.0,1.0,65.0,1246
Built-up  Area,2 BHK,2.0,3.0,75.0,1055
Super built-up  Area,3 BHK,3.0,1.0,69.61,1541
Built-up  Area,2 BHK,2.0,2.0,88.0,1370
Super built-up  Area,2 BHK,2.0,2.0,75.0,1224
Plot  Area,4 Bedroom,2.0,1.0,58.0,650
Built-up  Area,2 BHK,2.0,1.0,39.0,883
Super built-up  Area,3 BHK,3.0,,92.13,1676
Built-up  Area,2 BHK,2.0,1.0,57.0,1154
Super built-up  Area,3 BHK,3.0,3.0,78.5,1610
Super built-up  Area,2 BHK,2.0,1.0,42.0,1057
Super built-up  Area,2 BHK,2.0,1.0,65.0,1157
Plot  Area,4 Bedroom,4.0,1.0,85.0,1200
Plot  Area,7 Bedroom,7.0,3.0,130.0,1500
Super built-up  Area,2 BHK,2.0,3.0,35.0,980
Super built-up  Area,2 BHK,2.0,1.0,40.0,1140
Super built-up  Area,2 BHK,2.0,1.0,40.7,1206
Built-up  Area,1 BHK,1.0,1.0,16.75,575
Super built-up  Area,3 BHK,3.0,1.0,170.0,1600
Plot  Area,4 Bedroom,4.0,1.0,500.0,2400
Super built-up  Area,3 BHK,2.0,2.0,52.0,1300
Super built-up  Area,3 BHK,2.0,1.0,35.56,1270
Super built-up  Area,2 BHK,2.0,1.0,63.5,1128
Super built-up  Area,1 BHK,1.0,1.0,45.0,640
Super built-up  Area,3 BHK,3.0,2.0,185.0,2400
Plot  Area,3 Bedroom,2.0,0.0,66.0,1200
Super built-up  Area,2 BHK,2.0,2.0,38.15,1090
Super built-up  Area,1 BHK,1.0,1.0,29.0,589
Super built-up  Area,2 BHK,2.0,1.0,28.13,1125
Super built-up  Area,2 BHK,2.0,2.0,50.66,1140
Plot  Area,4 Bedroom,4.0,2.0,500.0,3150
Super built-up  Area,2 BHK,2.0,3.0,74.0,1315
Plot  Area,2 Bedroom,2.0,2.0,150.0,300Sq. Yards
Super built-up  Area,3 BHK,2.0,2.0,115.0,1435
Super built-up  Area,2 BHK,2.0,2.0,44.0,1092
Super built-up  Area,2 BHK,2.0,3.0,80.0,1314
Super built-up  Area,2 BHK,2.0,1.0,100.0,1260
Plot  Area,7 Bedroom,5.0,1.0,192.0,1875
Super built-up  Area,2 BHK,2.0,1.0,49.0,1080
Built-up  Area,8 Bedroom,8.0,3.0,160.0,4000
Super built-up  Area,3 BHK,2.0,1.0,45.0,1082
Super built-up  Area,3 BHK,3.0,2.0,65.0,1150
Super built-up  Area,2 BHK,2.0,1.0,34.72,1052
Super built-up  Area,2 BHK,2.0,1.0,45.0,1045
Built-up  Area,3 BHK,3.0,2.0,80.0,1442
Super built-up  Area,3 BHK,2.0,2.0,75.0,1500
Super built-up  Area,2 BHK,1.0,1.0,20.0,497
Super built-up  Area,2 BHK,2.0,1.0,53.57,1255
Super built-up  Area,3 BHK,3.0,2.0,79.0,1432
Built-up  Area,3 Bedroom,3.0,2.0,150.0,2100
Built-up  Area,2 BHK,2.0,2.0,80.0,1450
Super built-up  Area,2 BHK,2.0,1.0,69.61,1346
Super built-up  Area,2 BHK,2.0,2.0,29.0,1200
Super built-up  Area,3 BHK,2.0,1.0,49.82,925
Super built-up  Area,2 BHK,2.0,2.0,49.0,1160
Super built-up  Area,3 BHK,3.0,3.0,81.31,1768
Super built-up  Area,2 BHK,2.0,2.0,54.0,1094
Super built-up  Area,3 BHK,3.0,3.0,90.0,1500
Built-up  Area,3 BHK,3.0,2.0,130.0,1745
Built-up  Area,7 Bedroom,7.0,,85.0,2875
Super built-up  Area,4 BHK,3.0,3.0,425.0,3500
Super built-up  Area,3 BHK,3.0,1.0,50.0,1550
Super built-up  Area,4 BHK,5.0,1.0,160.0,2340
Super built-up  Area,3 BHK,3.0,2.0,113.0,1655
Super built-up  Area,3 BHK,3.0,2.0,103.0,2024
Built-up  Area,4 Bedroom,5.0,0.0,425.0,3100
Super built-up  Area,3 BHK,4.0,3.0,100.0,1575
Super built-up  Area,3 BHK,3.0,2.0,130.0,1920
Built-up  Area,4 Bedroom,4.0,2.0,744.0,6200
Super built-up  Area,3 BHK,2.0,1.0,55.0,1082
Super built-up  Area,3 BHK,2.0,3.0,55.0,1265
Super built-up  Area,3 BHK,2.0,2.0,45.0,1100
